date; time,air temperature,water temperature,level tank,level 1,level 2,humidity,pH voltage,pH,tds
02/11/2022; 18:42:35,21.1,20.81,260.0,262.0,106.0,16.0,1.98,7.25,460.54
02/11/2022; 18:42:41,21.1,20.81,259.0,261.0,145.0,16.0,1.98,7.25,460.54
02/11/2022; 18:42:47,21.2,20.81,260.0,264.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 18:42:53,21.2,20.81,260.0,262.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 18:42:59,21.2,20.81,260.0,262.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:06,21.1,20.81,260.0,262.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:12,21.1,20.81,260.0,261.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:18,21.1,20.81,260.0,262.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:24,21.1,20.81,260.0,262.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:30,21.1,20.81,259.0,262.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:36,21.1,20.81,260.0,262.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:43,21.1,20.81,260.0,262.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:49,21.1,20.81,260.0,262.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:43:55,21.1,20.81,260.0,262.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:01,21.1,20.81,261.0,262.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:07,21.1,20.81,261.0,262.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:13,21.1,20.81,262.0,263.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:19,21.1,20.81,260.0,261.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:26,21.1,20.81,260.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:32,21.1,20.81,260.0,261.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:38,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:44,21.1,20.81,259.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:50,21.1,20.81,260.0,261.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:44:56,21.1,20.81,260.0,262.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:03,21.1,20.81,259.0,262.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:09,21.1,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:15,21.1,20.81,260.0,262.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:21,21.1,20.81,260.0,262.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:27,21.1,20.81,257.0,255.0,126.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:34,21.1,20.81,259.0,261.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:40,21.1,20.81,259.0,261.0,133.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:46,21.1,20.81,259.0,261.0,132.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:52,21.1,20.81,260.0,261.0,125.0,16.0,1.98,7.25,460.54
02/11/2022; 18:45:58,21.1,20.81,260.0,261.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:04,21.1,20.81,259.0,261.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:10,21.1,20.81,259.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:16,21.1,20.81,260.0,261.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:23,21.1,20.81,260.0,261.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:29,21.1,20.81,259.0,261.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:35,21.0,20.81,260.0,263.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:41,21.1,20.81,261.0,262.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:47,21.1,20.81,260.0,262.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 18:46:53,21.1,20.81,259.0,261.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:00,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:06,21.1,20.81,259.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:12,21.1,20.81,259.0,261.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:18,21.1,20.81,259.0,261.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:24,21.1,20.81,260.0,261.0,134.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:31,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:37,21.1,20.81,260.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:43,21.0,20.81,259.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:49,21.1,20.81,259.0,261.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:47:55,21.1,20.81,258.0,261.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:48:01,21.1,20.81,260.0,262.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:48:07,21.0,20.81,259.0,261.0,126.0,16.0,1.98,7.25,460.54
02/11/2022; 18:48:14,21.0,20.81,260.0,262.0,123.0,16.0,1.98,7.24,460.54
02/11/2022; 18:48:20,21.1,20.81,259.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 18:48:26,21.0,20.81,259.0,261.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 18:48:32,21.1,20.81,259.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 18:48:38,21.1,20.81,259.0,261.0,124.0,16.0,1.98,7.24,460.54
02/11/2022; 18:48:44,21.1,20.81,260.0,261.0,134.0,16.0,1.97,7.24,460.54
02/11/2022; 18:48:50,21.1,20.81,259.0,261.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 18:48:57,21.1,20.81,258.0,260.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 18:49:03,21.1,20.81,259.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 18:49:09,21.1,20.81,260.0,262.0,136.0,16.0,1.97,7.24,460.54
02/11/2022; 18:49:15,21.1,20.81,260.0,262.0,132.0,16.0,1.97,7.24,460.54
02/11/2022; 18:49:21,21.1,20.81,260.0,262.0,130.0,16.0,1.97,7.24,460.54
02/11/2022; 18:49:27,21.1,20.81,260.0,261.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 18:49:34,21.1,20.81,259.0,262.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 18:49:40,21.1,20.81,259.0,262.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 18:49:46,21.0,20.81,260.0,262.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 18:49:52,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 18:49:58,21.1,20.81,260.0,262.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 18:50:04,21.1,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 18:50:11,21.1,20.81,260.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 18:50:17,21.1,20.81,259.0,262.0,146.0,16.0,1.98,7.24,460.54
02/11/2022; 18:50:23,21.1,20.81,259.0,260.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 18:50:29,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 18:50:35,21.1,20.81,260.0,262.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:50:42,21.1,20.81,259.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:50:48,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:50:54,21.1,20.81,260.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:00,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:06,21.1,20.81,259.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:13,21.1,20.81,259.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:18,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:24,21.1,20.81,259.0,261.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:31,21.1,20.81,259.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:37,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:43,21.1,20.81,259.0,261.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:49,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:51:55,21.1,20.81,259.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 18:52:01,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 18:52:08,21.1,20.81,258.0,260.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 18:52:14,21.1,20.81,258.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 18:52:20,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:52:26,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:52:32,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:52:38,21.0,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:52:45,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:52:51,21.1,20.81,259.0,261.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 18:52:57,21.1,20.81,259.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:03,21.1,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:09,21.1,20.81,259.0,261.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:15,21.1,20.81,260.0,261.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:22,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:28,21.1,20.81,259.0,261.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:34,21.1,20.81,259.0,261.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:40,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:46,21.1,20.81,258.0,261.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:52,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 18:53:59,21.1,20.81,259.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:05,21.1,20.81,259.0,260.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:11,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:17,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:23,21.0,20.81,259.0,261.0,130.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:29,21.1,20.81,260.0,261.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:36,21.1,20.81,259.0,261.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:42,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:48,21.1,20.81,258.0,260.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:54:54,21.1,20.81,258.0,260.0,140.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:00,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:06,21.1,20.81,259.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:13,21.1,20.81,260.0,262.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:19,21.1,20.81,260.0,262.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:25,21.0,20.81,259.0,261.0,135.0,16.0,1.98,7.24,460.54
02/11/2022; 18:55:31,21.1,20.81,258.0,260.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:37,21.1,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:43,21.1,20.81,259.0,261.0,136.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:50,21.1,20.81,258.0,260.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 18:55:56,21.1,20.81,259.0,262.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:56:02,21.1,20.81,259.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:56:08,21.1,20.81,259.0,261.0,139.0,16.0,1.98,7.25,460.54
02/11/2022; 18:56:14,21.0,20.81,258.0,261.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 18:56:21,21.0,20.81,259.0,260.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 18:56:26,21.1,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 18:56:33,21.1,20.81,259.0,262.0,134.0,16.0,1.98,7.24,460.54
02/11/2022; 18:56:39,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 18:56:45,21.0,20.81,258.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 18:56:51,21.1,20.81,259.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 18:56:57,21.0,20.81,257.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 18:57:03,21.0,20.81,258.0,261.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:10,21.1,20.81,259.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:16,21.0,20.81,259.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:22,21.0,20.81,258.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:28,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:34,21.0,20.81,259.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:40,21.0,20.81,258.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:47,21.0,20.81,258.0,260.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:53,21.1,20.81,259.0,261.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 18:57:59,21.0,20.81,257.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:05,21.1,20.81,258.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:11,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:17,21.1,20.81,258.0,260.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:24,21.1,20.81,258.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:30,21.0,20.81,259.0,261.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:36,21.1,20.81,258.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:42,21.0,20.81,258.0,261.0,144.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:48,21.1,20.81,259.0,260.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 18:58:54,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:00,21.0,20.81,258.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:07,21.1,20.81,259.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:13,21.1,20.81,258.0,260.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:19,21.1,20.81,259.0,261.0,144.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:25,21.1,20.81,257.0,259.0,132.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:31,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:37,21.1,20.81,258.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:44,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:50,21.0,20.81,258.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 18:59:56,21.0,20.81,258.0,261.0,144.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:02,21.1,20.81,258.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:08,21.0,20.81,258.0,261.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:14,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:21,21.0,20.81,258.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:27,21.0,20.81,259.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:33,21.0,20.81,259.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:39,21.0,20.81,258.0,260.0,145.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:45,21.0,20.81,258.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:51,21.0,20.81,258.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:00:58,21.1,20.81,258.0,260.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:04,21.0,20.81,259.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:10,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:16,21.0,20.81,259.0,261.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:22,21.0,20.81,258.0,260.0,144.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:28,21.0,20.81,259.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:34,21.0,20.81,258.0,261.0,130.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:41,21.0,20.81,258.0,260.0,135.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:47,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:53,21.1,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:01:59,21.0,20.81,258.0,260.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:02:05,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:02:11,21.0,20.81,257.0,260.0,137.0,16.0,1.97,7.24,460.54
02/11/2022; 19:02:18,21.0,20.81,259.0,261.0,133.0,16.0,1.97,7.24,460.54
02/11/2022; 19:02:24,21.0,20.81,258.0,260.0,135.0,16.0,1.97,7.24,460.54
02/11/2022; 19:02:30,21.0,20.81,258.0,260.0,137.0,16.0,1.97,7.24,460.54
02/11/2022; 19:02:36,21.0,20.81,258.0,261.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:02:42,21.0,20.81,259.0,261.0,142.0,16.0,1.97,7.24,460.54
02/11/2022; 19:02:48,21.0,20.81,258.0,261.0,140.0,16.0,1.97,7.24,460.54
02/11/2022; 19:02:55,21.0,20.81,257.0,260.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:01,21.0,20.81,258.0,260.0,138.0,16.0,1.97,7.24,460.54
02/11/2022; 19:03:07,21.1,20.81,259.0,262.0,137.0,16.0,1.97,7.24,460.54
02/11/2022; 19:03:13,21.1,20.81,258.0,260.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:19,21.1,20.81,258.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:26,21.1,20.81,258.0,260.0,132.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:32,21.1,20.81,259.0,262.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:38,21.1,20.81,258.0,261.0,134.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:44,21.1,20.81,258.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:50,21.1,20.81,259.0,261.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:03:56,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:02,21.1,20.81,258.0,259.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:08,21.0,20.81,259.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:15,21.1,20.81,259.0,261.0,127.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:21,21.1,20.81,258.0,260.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:27,21.1,20.81,257.0,259.0,128.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:33,21.1,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:39,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:45,21.1,20.81,257.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:52,21.1,20.81,258.0,260.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:04:58,21.1,20.81,258.0,260.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:04,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:10,21.1,20.81,259.0,261.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:16,21.0,20.81,259.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:23,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:29,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:35,21.0,20.81,258.0,259.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:41,21.1,20.81,258.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:47,21.0,20.81,260.0,261.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:53,21.1,20.81,258.0,261.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:05:59,21.1,20.81,259.0,261.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:06,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:12,21.1,20.81,258.0,260.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:18,21.0,20.81,258.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:24,21.0,20.81,259.0,261.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:30,21.1,20.81,258.0,261.0,135.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:36,21.0,20.81,258.0,260.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:42,21.0,20.81,258.0,260.0,133.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:49,21.1,20.81,257.0,259.0,132.0,16.0,1.98,7.24,460.54
02/11/2022; 19:06:55,21.1,20.81,257.0,259.0,142.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:01,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:07,21.0,20.81,259.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:13,21.0,20.81,258.0,260.0,134.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:19,21.0,20.81,258.0,260.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:26,21.0,20.81,257.0,260.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:32,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:38,21.0,20.81,257.0,259.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:07:44,21.1,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:50,21.0,20.81,258.0,261.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:07:56,21.0,20.81,257.0,259.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:03,21.0,20.81,259.0,262.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:09,21.0,20.81,259.0,259.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:15,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:21,21.0,20.81,258.0,261.0,135.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:27,21.0,20.81,257.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:34,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:40,21.0,20.81,257.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:46,21.0,20.81,259.0,261.0,122.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:52,21.0,20.81,258.0,260.0,134.0,16.0,1.98,7.24,460.54
02/11/2022; 19:08:58,21.0,20.81,258.0,261.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:04,21.0,20.81,257.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:10,21.0,20.81,258.0,260.0,143.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:16,21.0,20.81,258.0,260.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:23,21.0,20.81,258.0,261.0,137.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:29,21.0,20.81,258.0,261.0,139.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:35,21.0,20.81,259.0,259.0,141.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:41,21.0,20.81,257.0,259.0,140.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:47,21.0,20.81,259.0,260.0,136.0,16.0,1.98,7.24,460.54
02/11/2022; 19:09:53,21.0,20.81,258.0,260.0,138.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:00,21.0,20.81,258.0,261.0,124.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:06,21.0,20.81,257.0,259.0,135.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:12,21.0,20.81,258.0,261.0,108.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:18,21.0,20.81,257.0,260.0,143.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:24,21.0,20.81,257.0,261.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:30,21.0,20.81,257.0,259.0,137.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:37,21.0,20.81,259.0,261.0,144.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:43,21.0,20.81,259.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:49,21.0,20.81,258.0,260.0,142.0,16.0,1.98,7.25,460.54
02/11/2022; 19:10:55,21.0,20.81,257.0,259.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:11:01,21.0,20.81,258.0,260.0,141.0,16.0,1.98,7.25,460.54
02/11/2022; 19:11:07,21.0,20.81,257.0,260.0,142.0,16.0,1.98,7.24,460.54
